Full Name,Value(in Euro),Overall,Reactions,Dribbling Total,Passing Total,Positions Played,Best Position,Nationality,Club Name,Position check
Yves Bissouma,17.356469882001587,81,79,79,75,"CDM,CM",CDM,Mali,Tottenham Hotspur,0
Alphonse Areola,16.811242831518264,81,75,84,75,GK,GK,France,West Ham United,1
Ibrahim Sangaré,17.385043254445645,81,77,75,73,"CDM,CM",CDM,Côte d'Ivoire,PSV,0
Jesús Corona,17.054189010128656,81,81,86,80,"RW,LW",RW,Mexico,Sevilla FC,0
Thomas Delaney,16.883563493097892,81,78,73,74,"CDM,CM",CDM,Denmark,Sevilla FC,0
Alexandre Lacazette,16.90655301132259,81,82,83,76,ST,ST,France,Olympique Lyonnais,1
Nicolò Zaniolo,17.785802471516394,81,77,82,72,"CF,RW,RM",CAM,Italy,Roma,0
Norberto Murara Neto,16.38045991542581,81,77,80,77,GK,GK,Brazil,AFC Bournemouth,1
Ibrahima Konaté,17.686711568872166,81,75,67,57,CB,CB,France,Liverpool,1
Pedro Antonio Porro Sauceda,17.466168799258014,81,78,80,75,"RWB,RM",RWB,Spain,Sporting CP,0
Marc Cucurella Saseta,17.356469882001587,81,82,80,78,"LB,CB,LM",LWB,Spain,Chelsea,0
Lisandro Martínez,17.37085861945369,81,77,77,76,"CB,LB,CDM",CDM,Argentina,Manchester United,0
Matheus Santos Carneiro Da Cunha,17.49181122987135,81,82,84,75,"ST,CAM,LM",CAM,Brazil,Atlético de Madrid,0
Pedro António Pereira Gonçalves,17.47907220409392,81,84,84,80,"RW,LW,CF",CAM,Portugal,Sporting CP,0
Mehdi Taremi,17.054189010128656,81,82,81,74,"ST,CF",ST,Iran,FC Porto,0
Rodrygo Silva de Goes,17.776323727561852,81,78,84,74,"RW,LW",RM,Brazil,Real Madrid CF,0
Edmond Tapsoba,17.37085861945369,81,79,70,65,CB,CB,Burkina Faso,Bayer 04 Leverkusen,1
Dejan Kulusevski,17.541203985200926,81,80,83,79,"RW,CF",CAM,Sweden,Tottenham Hotspur,0
Bruno Guimarães Moura,17.466168799258014,81,80,81,79,"CM,CDM",CM,Brazil,Newcastle United,0
Joško Gvardiol,17.785802471516394,81,77,74,69,"CB,LB",CB,Croatia,RB Leipzig,0
Jamal Musiala,17.831893578716663,81,82,87,75,"CM,LM,CAM",CAM,Germany,FC Bayern München,0
Sam Obisanya,17.776323727561852,81,75,81,78,"RM,RB",RM,Nigeria,AFC Richmond,0
Pablo Sarabia García,17.034386382832476,81,79,82,82,"RW,CAM,LW",RW,Spain,Paris Saint-Germain,0
Marc Bartra Aregall,16.67771143889374,81,82,73,73,CB,CB,Spain,Trabzonspor,1
Felipe Augusto de Almeida Monteiro,16.34123920227253,81,77,61,59,CB,CB,Brazil,Atlético de Madrid,1
Harry Maguire,16.99356438831222,81,77,67,68,CB,CB,England,Manchester United,1
Juan Heberto Mestres de Mesquita,17.014183675514957,81,78,63,57,"CB,CDM",CB,Brazil,Clube Atlético Mineiro,0
Marvin Oswaldo Rangel Azevedo,17.054189010128656,81,82,77,67,ST,ST,Brazil,Flamengo,1
Nailton Padrenda Mendes,17.14771506813948,81,80,82,77,"CAM,CF,ST",CAM,Brazil,Clube Atlético Mineiro,0
Welington Kauê Dano Nascimento,17.1296965626368,81,80,79,76,"LB,LM",LB,Brazil,Clube Atlético Mineiro,0
Louri Adriano Bisesi Barbosa,17.054189010128656,81,84,72,62,"ST,CF",ST,Brazil,RB Bragantino,0
Rosival Jailson Dourado Santos,17.111347423968603,81,80,77,74,"CDM,CM,CAM",CDM,Brazil,Sport Club Corinthians Paulista,0
Adryan Juliano Zonta Torres,16.90655301132259,81,82,76,75,"LWB,LB",LWB,Brazil,RB Bragantino,0
Gianluca Mancini,17.14771506813948,81,80,59,50,CB,CB,Italy,Roma,1
Guido Rodríguez,17.09265529095645,81,75,68,71,CDM,CDM,Argentina,Real Betis Balompié,1
Dayot Upamecano,17.4264284706085,81,75,68,61,CB,CB,France,FC Bayern München,1
João Maria Palhinha Gonçalves,17.16541464523888,81,77,72,70,"CDM,CM",CB,Portugal,Fulham,0
Denis Zakaria,17.356469882001587,81,82,77,73,"CDM,CM",CDM,Switzerland,Chelsea,0
Manuel Akanji,17.09265529095645,81,82,74,70,CB,CB,Switzerland,Manchester City,1
André-Franck Zambo Anguissa,17.16541464523888,81,81,81,71,"CDM,CM",CDM,Cameroon,Napoli,0
Kieran Tierney,17.312018119430753,81,79,78,75,LB,LWB,Scotland,Arsenal,0
Marcus Rashford,17.4264284706085,81,80,81,75,"LW,ST",ST,England,Manchester United,0
Richarlison de Andrade,17.356469882001587,81,80,82,72,"ST,LW",ST,Brazil,Tottenham Hotspur,0
Gabriel dos S. Magalhães,17.4264284706085,81,81,58,60,CB,CB,Brazil,Arsenal,1
Henrikh Mkhitaryan,16.588099280204055,81,82,83,78,"CAM,CM",CAM,Armenia,Inter,0
Nicolás Otamendi,15.955576721460545,81,79,59,62,CB,CB,Argentina,SL Benfica,1
Mario Götze,17.034386382832476,81,80,84,83,"CAM,ST,CM",CAM,Germany,Eintracht Frankfurt,0
Chris Smalling,16.61887093887081,81,79,60,58,CB,CB,England,Roma,1
Nick Pope,16.64872390202049,81,76,83,75,GK,GK,England,Newcastle United,1
Rafael Tolói,16.67771143889374,81,83,65,59,CB,CB,Italy,Atalanta,1
Edinson Cavani,16.213405830762646,81,85,72,68,ST,ST,Uruguay,Valencia CF,1
Éver Banega,16.300417207752275,81,79,82,83,"CM,CDM,CAM",CM,Argentina,Al Shabab,0
Antonio Adán Garrido,14.880221294956703,81,76,80,78,GK,GK,Spain,Sporting CP,1
Gareth Bale,16.835935444108635,81,77,79,81,"RW,RM",ST,Wales,Los Angeles FC,0
Jan Vertonghen,15.761420707019587,81,81,67,72,CB,CB,Belgium,RSC Anderlecht,1
Carlos Vela,16.588099280204055,81,81,83,76,"RW,LW,CAM",RW,Mexico,Los Angeles FC,0
João Filipe Moutinho,16.166885815127753,81,75,79,84,CM,CM,Portugal,Wolverhampton Wanderers,1
Képler Laveran Lima Ferreira,15.341566861459324,81,81,61,60,CB,CB,Portugal,FC Porto,1
Giovani Lo Celso,17.26549810379586,81,82,84,83,"CM,ST,LM",CAM,Argentina,Villarreal CF,0
Oscar dos Santos Emboaba,17.034386382832476,81,77,83,82,"CAM,CM,LW",CAM,Brazil,Shanghai Port FC,0
Joe Gomez,17.341871082580436,81,80,69,67,"CB,RB",CB,England,Liverpool,0
José Pedro Malheiro de Sá,16.811242831518264,81,80,83,73,GK,GK,Portugal,Wolverhampton Wanderers,1
Borja Iglesias Quintás,17.054189010128656,81,76,74,65,ST,ST,Spain,Real Betis Balompié,1
James Ward-Prowse,17.19990082131005,81,75,78,86,CM,CM,England,Southampton,1
Lucas Ocampos,17.1296965626368,81,81,82,77,"RW,LW",RW,Argentina,Ajax,0
Edin Višća,16.835935444108635,81,74,82,78,"RM,RW",RM,Bosnia and Herzegovina,Trabzonspor,0
Téji Savanier,17.034386382832476,81,80,83,84,"CAM,CM",CAM,France,Montpellier Hérault SC,0
Emil Forsberg,17.034386382832476,81,83,83,83,"CAM,CF,ST",CAM,Sweden,RB Leipzig,0
Lucas Vázquez Iglesias,16.733281290048552,81,81,80,79,"RB,RW",RB,Spain,Real Madrid CF,0
Gaëtan Laborde,17.09265529095645,81,80,79,76,ST,ST,France,OGC Nice,1
Jonas Hofmann,17.054189010128656,81,83,80,80,"CAM,RM,LM",CAM,Germany,Borussia Mönchengladbach,0
Nicolás Tagliafico,16.929025867174648,81,81,75,72,LB,LB,Argentina,Olympique Lyonnais,1
Kerem Demirbay,17.054189010128656,81,80,82,81,"CM,CDM,CAM",CM,Germany,Bayer 04 Leverkusen,0
Odisseas Vlachodimos,16.90655301132259,81,82,84,67,GK,GK,Greece,SL Benfica,1
Vincenzo Grifo,17.054189010128656,81,78,81,80,"LM,CF",LM,Italy,Sport-Club Freiburg,0
Robert Andrich,17.09265529095645,81,79,73,76,"CDM,CM",CDM,Germany,Bayer 04 Leverkusen,0
Robin Le Normand,17.341871082580436,81,79,58,53,CB,CB,France,Real Sociedad,1
Ricardo Jorge da Luz Horta,17.14771506813948,81,82,80,79,"CF,ST,LW",CF,Portugal,SC Braga,0
Stanislav Lobotka,17.19990082131005,81,80,81,79,"CM,CDM",CM,Slovakia,Napoli,0
Kalvin Phillips,17.281246460764002,81,77,76,77,"CDM,CM",CDM,England,Manchester City,0
Mateus Uribe,16.860032995687696,81,85,79,75,"CM,CDM",CM,Colombia,FC Porto,0
Lucas Torreira,17.16541464523888,81,79,80,76,"CDM,CM",CDM,Uruguay,Galatasaray SK,0
Mario Pašalić,17.1296965626368,81,78,80,76,"CAM,CF,CM",CAM,Croatia,Atalanta,0
Naby Keïta,17.19990082131005,81,80,86,76,CM,CAM,Guinea,Liverpool,0
Corentin Tolisso,17.1296965626368,81,83,79,77,"CM,CDM",CM,France,Olympique Lyonnais,0
Hirving Lozano,17.14771506813948,81,81,82,72,RW,RW,Mexico,Napoli,1
Matteo Politano,17.073607095985757,81,81,84,78,"RW,RM",RW,Italy,Napoli,0
Allan Saint-Maximin,17.296750647299966,81,78,88,73,LM,CAM,France,Newcastle United,0
Seko Fofana,17.1296965626368,81,82,80,75,CM,CM,Côte d'Ivoire,Racing Club de Lens,1
Iñaki Williams Arthuer,17.09265529095645,81,82,78,72,ST,ST,Ghana,Athletic Club de Bilbao,1
Juan Musso,16.835935444108635,81,71,86,73,GK,GK,Argentina,Atalanta,1
Benjamin Bourigeaud,17.073607095985757,81,81,81,83,"RW,RM,LM",RW,France,Stade Rennais FC,0
Youssef En-Nesyri,17.26549810379586,80,80,74,59,ST,ST,Morocco,Sevilla FC,1
Javier Galán Gil,16.835935444108635,80,74,82,74,LB,LB,Spain,RC Celta de Vigo,1
Florian Neuhaus,17.182806387950748,80,79,80,79,CM,CM,Germany,Borussia Mönchengladbach,1
Harvey Barnes,17.182806387950748,80,81,81,75,"LM,LW",CAM,England,Leicester City,0
Alexander Isak,17.312018119430753,80,79,83,68,ST,ST,Sweden,Newcastle United,1
Luis Sinisterra,17.327055996795295,80,77,85,72,"LW,LM",LW,Colombia,Leeds United,0
Xaver Schlager,17.1296965626368,80,81,77,73,"CDM,CM",CDM,Austria,RB Leipzig,0
Daichi Kamada,17.09265529095645,80,74,83,79,"CAM,CF",CAM,Japan,Eintracht Frankfurt,0
Mauro Arambarri,17.14771506813948,80,77,73,73,"CDM,CM",CDM,Uruguay,Getafe CF,0
Alban Lafont,17.054189010128656,80,71,86,68,GK,GK,France,FC Nantes,1
Maikel Renan Catarino Fagundes,16.860032995687696,80,81,77,70,"RB,RM",RB,Brazil,Sport Club Corinthians Paulista,0
Renato Júnior Luz Sanches,17.26549810379586,80,80,84,77,"CM,RM",CAM,Portugal,Paris Saint-Germain,0
Arthur Henrique Ramos Oliveira Melo,17.09265529095645,80,81,86,80,"CM,CDM",CM,Brazil,Liverpool,0
Tony Josimar Abranjes Meneses,15.761420707019587,80,74,58,55,CB,CB,Brazil,Internacional,1
Laureano Thomas Santeiro Marre,17.034386382832476,80,80,82,77,"CAM,LM,LW",CAM,Brazil,Fluminense,0
Héniton Enaldo Pires Tramontino,16.61887093887081,80,77,79,78,GK,GK,Brazil,Flamengo,1
Mattéo Guendouzi,17.312018119430753,80,76,77,79,"CM,CDM",CDM,France,Olympique de Marseille,0
Leon Bailey,17.182806387950748,80,79,83,74,"RM,RW,LW",CAM,Jamaica,Aston Villa,0
Aaron Wan-Bissaka,17.09265529095645,80,76,75,66,RB,RB,England,Manchester United,1
Djibril Sow,17.09265529095645,80,78,78,77,"CM,CDM",CM,Switzerland,Eintracht Frankfurt,0
Mario Hermoso Canseco,16.929025867174648,80,79,71,73,"CB,LB",CB,Spain,Atlético de Madrid,0
Davide Calabria,17.054189010128656,80,78,74,70,RB,RB,Italy,AC Milan,1
Edson Álvarez,17.1296965626368,80,76,69,67,"CDM,CM",CB,Mexico,Ajax,0
Teun Koopmeiners,17.216707939626428,80,83,76,80,"CM,CDM",CM,Netherlands,Atalanta,0
Boubacar Kamara,17.24949776244942,80,74,73,71,CDM,CDM,France,Aston Villa,1
Viktor Tsygankov,17.281246460764002,80,78,80,78,RM,CAM,Ukraine,Dynamo Kyiv,0
Marko Dmitrović,16.588099280204055,80,76,81,78,GK,GK,Serbia,Sevilla FC,1
Isaac McAdoo,17.014183675514957,80,80,56,55,CB,CB,England,AFC Richmond,1
Jeremie Frimpong,17.26549810379586,80,76,83,73,"RB,RWB",RM,Netherlands,Bayer 04 Leverkusen,0
Nuno Alexandre Tavares Mendes,17.599700191882537,80,78,78,73,"LB,LWB",LB,Portugal,Paris Saint-Germain,0
Sven Botman,17.24949776244942,80,78,62,60,CB,CB,Netherlands,Newcastle United,1
Jurriën Timber,17.610999747136468,80,78,77,67,"CB,RB",CB,Netherlands,Ajax,0
Renan Augusto Lodi dos Santos,17.19990082131005,80,80,80,76,"LB,LM",LWB,Brazil,Nottingham Forest,0
Sergio Reguilón Rodríguez,17.054189010128656,80,77,78,74,"LWB,LB",LWB,Spain,Atlético de Madrid,0
Vladimír Coufal,16.733281290048552,80,78,75,73,"RB,RWB",RB,Czech Republic,West Ham United,0
Amir Rrahmani,16.70588231586044,80,77,61,58,CB,CB,Kosovo,Napoli,1
Scott McTominay,17.034386382832476,80,79,75,74,"CDM,CM",CDM,Scotland,Manchester United,0
Lovro Majer,17.26549810379586,80,79,83,81,CM,CAM,Croatia,Stade Rennais FC,0
William Saliba,17.50439001207821,80,79,71,67,CB,CB,France,Arsenal,1
Dominik Livaković,16.835935444108635,80,77,84,71,GK,GK,Croatia,Dinamo Zagreb,1
Ridle Baku,17.216707939626428,80,78,81,73,"RM,RB,CM",RM,Germany,VfL Wolfsburg,0
Nicolás González,17.281246460764002,80,76,83,73,"RW,LW",LM,Argentina,Fiorentina,0
Emile Smith Rowe,17.576710673657836,80,77,81,76,"LM,CAM",CAM,England,Arsenal,0
Jonathan Clauss,16.733281290048552,80,78,78,76,RWB,RWB,France,Olympique de Marseille,1
Weston McKennie,17.26549810379586,80,79,80,76,"CM,LM",CM,United States,Juventus,0
Nikola Milenković,17.182806387950748,80,76,62,62,CB,CB,Serbia,Fiorentina,1
Nayef Aguerd,17.014183675514957,80,80,65,64,CB,CB,Morocco,West Ham United,1
Nélson Cabral Semedo,16.759949537130716,80,79,80,69,"RWB,RB",RWB,Portugal,Wolverhampton Wanderers,0
Charles Aránguiz,16.166885815127753,80,81,77,79,"CDM,CM",CDM,Chile,Bayer 04 Leverkusen,0
Lucas Rodrigues M. Silva,16.835935444108635,80,79,85,70,RW,RW,Brazil,Tottenham Hotspur,1
Jonathan Viera Ramos,16.61887093887081,80,77,81,79,"CAM,CM,LM",CAM,Spain,Unión Deportiva Las Palmas,0
Danilo Luiz da Silva,16.70588231586044,80,77,74,73,RB,RB,Brazil,Juventus,1
Sergio Roberto Carnicer,16.70588231586044,80,77,77,79,"RB,CM",RB,Spain,FC Barcelona,0
Allan Marques Loureiro,16.523560759066484,80,81,79,73,"CDM,CM",CDM,Brazil,Everton,0
Jasper Cillessen,15.761420707019587,80,80,76,78,GK,GK,Netherlands,N.E.C. Nijmegen,1
Hans Vanaken,16.835935444108635,80,78,76,81,"CM,CAM",CM,Belgium,Club Brugge KV,0
Stefan Ortega,16.489659207390805,80,80,85,86,GK,GK,Germany,Manchester City,1
Danilo Luís Hélio Pereira,16.67771143889374,80,75,71,70,"CDM,CM",CDM,Portugal,Paris Saint-Germain,0
Álvaro Borja Morata Martín,16.860032995687696,80,80,78,72,ST,ST,Spain,Atlético de Madrid,1
Luke Shaw,16.929025867174648,80,76,78,78,LB,LB,England,Manchester United,1
Cristiano Biraghi,16.733281290048552,80,78,77,78,LB,LB,Italy,Fiorentina,1
Eric Dier,16.811242831518264,80,79,65,70,CB,CB,England,Tottenham Hotspur,1
Gerard Deulofeu Lázaro,16.883563493097892,80,75,83,75,"CF,ST",RW,Spain,Udinese Calcio,0
Thorgan Hazard,16.835935444108635,80,81,83,79,"LM,CF",LM,Belgium,Borussia Dortmund,0
Edgar Badia Guardiola,16.588099280204055,80,76,83,77,GK,GK,Spain,Elche CF,1
Kurt Zouma,16.929025867174648,80,78,56,62,CB,CB,France,West Ham United,1
Marcel Sabitzer,16.860032995687696,80,80,79,79,"CM,CDM,CAM",CM,Austria,FC Bayern München,0
Kevin Kampl,16.67771143889374,80,81,83,81,"CM,CDM",CM,Slovenia,RB Leipzig,0
Andy Delort,16.835935444108635,80,75,75,72,ST,ST,Algeria,OGC Nice,1
Bernd Leno,16.454567887579532,80,75,82,74,GK,GK,Germany,Fulham,1
Alex Sandro Lobo Silva,16.556350581889475,80,77,78,73,LB,LB,Brazil,Juventus,1
Yeray Álvarez López,16.929025867174648,80,80,64,63,CB,CB,Spain,Athletic Club de Bilbao,1
Héctor Herrera,16.61887093887081,80,79,76,76,CM,CM,Mexico,Houston Dynamo,1
Andrea Consigli,14.648419680899378,80,75,81,71,GK,GK,Italy,U.S. Sassuolo Calcio,1
Raúl García Escudero,16.012735135300492,80,83,78,82,ST,CM,Spain,Athletic Club de Bilbao,0
José Miguel da Rocha Fonte,15.150511624696614,80,83,62,62,CB,CB,Portugal,LOSC Lille,1
Marek Hamšík,16.06680235657077,80,78,80,82,"CM,CDM,CAM",CM,Slovakia,Trabzonspor,0
Antonio Candreva,15.955576721460545,80,75,81,80,"RM,CM",RM,Italy,US Salernitana 1919,0
Simon Mignolet,15.096444403426338,80,74,85,74,GK,GK,Belgium,Club Brugge KV,1
José Luis Sanmartín Mato,16.64872390202049,80,78,73,69,ST,ST,Spain,RCD Espanyol de Barcelona,1
David Ospina,15.761420707019587,80,77,82,77,GK,GK,Colombia,Al Nassr,1
Etienne Capoue,16.38045991542581,80,80,75,78,"CM,CDM",CM,France,Villarreal CF,0
Georginio Wijnaldum,16.67771143889374,80,78,80,77,"CM,CDM",CM,Netherlands,Roma,0
Max Kruse,16.166885815127753,80,84,82,81,"CF,CAM",CAM,Germany,VfL Wolfsburg,0
Matteo Darmian,16.489659207390805,80,81,76,70,"RWB,RM",RWB,Italy,Inter,0
Francis Coquelin,16.67771143889374,80,81,79,78,"CM,LM,CDM",CM,France,Villarreal CF,0
Daley Blind,16.41820024340866,80,82,79,82,"CB,LB,CDM",CDM,Netherlands,Ajax,0
Alessio Cragno,16.61887093887081,80,75,83,73,GK,GK,Italy,AC Monza,1
Remo Freuler,16.811242831518264,80,83,78,75,"CM,CDM",CM,Switzerland,Nottingham Forest,0
Maximilian Arnold,16.835935444108635,80,81,78,78,"CDM,CM",CM,Germany,VfL Wolfsburg,0
Victor Lindelöf,16.860032995687696,80,81,72,72,CB,CDM,Sweden,Manchester United,0
Alexandre Moreno Lopera,16.733281290048552,80,74,76,73,LB,LB,Spain,Real Betis Balompié,1
Mahmoud Dahoud,17.073607095985757,80,80,85,77,"CM,CDM",CM,Germany,Borussia Dortmund,0
Jeremías Conan Ledesma,16.67771143889374,80,74,83,72,GK,GK,Argentina,Cádiz CF,1
Hamari Traoré,16.70588231586044,80,76,76,72,RB,RB,Mali,Stade Rennais FC,1
Ante Rebić,16.860032995687696,80,84,81,74,"LW,LM,ST",ST,Croatia,AC Milan,0
Hans Hateboer,16.759949537130716,80,79,77,71,"RWB,RB,RM",RWB,Netherlands,Atalanta,0
Kepa Arrizabalaga,16.835935444108635,80,70,82,85,GK,GK,Spain,Chelsea,1
Dominic Calvert-Lewin,17.19990082131005,80,79,76,64,ST,ST,England,Everton,1
Lukas Klostermann,16.951004773893423,80,81,71,64,"CB,RWB",RB,Germany,RB Leipzig,0
Joaquín Correa,16.951004773893423,80,77,84,76,"CF,ST",RW,Argentina,Inter,0
Rick Karsdorp,16.90655301132259,80,77,77,74,"RWB,RM,RB",RWB,Netherlands,Roma,0
Joan Jordán Moreno,16.929025867174648,80,77,76,81,"CM,CDM",CM,Spain,Sevilla FC,0
Jarrod Bowen,17.14771506813948,80,78,81,75,"RM,ST",LM,England,West Ham United,0
Alejandro Berenguer Remiro,16.951004773893423,80,79,82,76,"RM,LM",RM,Spain,Athletic Club de Bilbao,0
Steven Bergwijn,17.281246460764002,80,79,83,75,"LW,RW",CAM,Netherlands,Ajax,0
Emiliano Buendía,17.09265529095645,80,77,83,81,"RM,RW,CAM",CAM,Argentina,Aston Villa,0
Uğurcan Çakır,16.929025867174648,80,78,82,72,GK,GK,Turkey,Trabzonspor,1
Gianluca Scamacca,17.327055996795295,80,78,74,66,ST,ST,Italy,West Ham United,1
José Luis Morales Nogales,16.11809565095832,80,78,82,74,"LM,ST",LM,Spain,Villarreal CF,0
Martin Dúbravka,15.761420707019587,80,73,81,79,GK,GK,Slovakia,Manchester United,1
Walter Benítez,16.67771143889374,80,75,83,72,GK,GK,Argentina,PSV,1
Leandro Paredes,16.733281290048552,80,76,78,82,"CDM,CM",CDM,Argentina,Juventus,0
Sardar Azmoun,17.014183675514957,80,81,78,70,"ST,CAM",ST,Iran,Bayer 04 Leverkusen,0
William Silva de Carvalho,16.67771143889374,80,71,73,77,CDM,CDM,Portugal,Real Betis Balompié,1
Bryan Cristante,16.951004773893423,80,76,75,77,"CDM,CM",CM,Italy,Roma,0
Saúl Ñíguez Esclápez,16.99356438831222,80,79,79,77,"CM,LM,LWB",CM,Spain,Atlético de Madrid,0
Marten de Roon,16.523560759066484,80,78,71,70,"CDM,CM,CB",CB,Netherlands,Atalanta,0
Andrea Belotti,16.883563493097892,80,81,76,58,ST,ST,Italy,Roma,1
Frederico de Paula Santos,16.835935444108635,80,87,81,79,"CM,CDM",CM,Brazil,Manchester United,0
Christian Günter,16.733281290048552,80,78,71,71,"LB,LM,LWB",LB,Germany,Sport-Club Freiburg,0
Adrien Rabiot,16.99356438831222,80,80,79,76,"CM,LM",CM,France,Juventus,0
Rui Tiago Dantas da Silva,16.70588231586044,80,71,83,75,GK,GK,Portugal,Real Betis Balompié,1
Alessio Romagnoli,16.785925023533974,80,80,67,55,CB,CB,Italy,Lazio,1
Carles Gil Pareja,16.835935444108635,80,80,80,81,"CAM,RM",CAM,Spain,New England Revolution,0
Anthony Martial,17.14771506813948,80,78,84,72,"ST,LM",ST,France,Manchester United,0
Moussa Dembélé,17.16541464523888,80,80,74,64,ST,ST,France,Olympique Lyonnais,1
Mark Flekken,16.588099280204055,80,79,82,81,GK,GK,Netherlands,Sport-Club Freiburg,1
Alex Nicolao Telles,16.733281290048552,80,79,77,81,LB,LB,Brazil,Sevilla FC,1
Amine Gouiri,17.399029496420383,79,77,80,76,"ST,LM",CAM,France,Stade Rennais FC,0
Nemanja Maksimović,16.811242831518264,79,80,74,75,"CM,CDM",CM,Serbia,Getafe CF,0
Unai Núñez Gestoso,16.90655301132259,79,78,52,51,CB,CB,Spain,RC Celta de Vigo,1
Orkun Kökçü,17.385043254445645,79,73,79,81,"CM,CAM",CAM,Turkey,Feyenoord,0
Anthony Nwakaeme,16.213405830762646,79,77,81,76,LM,LM,Nigeria,Al Fayha,1
Luis Milla Manzanares,16.759949537130716,79,77,74,76,"CDM,CM",CDM,Spain,Getafe CF,0
Tyrell Malacia,17.09265529095645,79,75,77,66,LB,LWB,Netherlands,Manchester United,0
Jonathan David,17.16541464523888,79,76,77,71,ST,ST,Canada,LOSC Lille,1
Conor Gallagher,17.385043254445645,79,80,78,75,CM,CM,England,Chelsea,1
Alexis Sánchez,16.213405830762646,79,76,83,78,"CF,ST",CAM,Chile,Olympique de Marseille,0
Pervis Estupiñán,16.972510979114386,79,74,72,69,"LB,LWB",LB,Ecuador,Brighton & Hove Albion,0
Juan Foyth,17.014183675514957,79,76,72,69,"RB,CB,CDM",CB,Argentina,Villarreal CF,0
Min Jae Kim,16.951004773893423,79,76,62,57,CB,CB,Korea Republic,Napoli,1
Dominik Szoboszlai,17.49181122987135,79,76,80,81,"CAM,LM",CAM,Hungary,RB Leipzig,0
David Neres Campos,16.951004773893423,79,75,83,73,"RW,LW,CAM",CAM,Brazil,SL Benfica,0
Angelo Ogbonna,15.520258650202699,79,77,62,60,CB,CB,Italy,West Ham United,1
Jérôme Boateng,15.955576721460545,79,77,66,73,CB,CB,Germany,Olympique Lyonnais,1
Youssouf Fofana,17.014183675514957,79,77,76,74,"CDM,CM",CDM,France,AS Monaco,0
Lars Stindl,16.213405830762646,79,83,79,79,CAM,CAM,Germany,Borussia Mönchengladbach,1
Luís Manuel Arantes Maximiano,16.929025867174648,79,78,82,68,GK,GK,Portugal,Lazio,1
Diego López Rodríguez,14.457364444136669,79,75,76,68,GK,GK,Spain,Rayo Vallecano,1
Ryan Gravenberch,17.466168799258014,79,73,83,78,CM,CAM,Netherlands,FC Bayern München,0
Anssumane Fati,17.45309671769066,79,77,82,72,LW,CAM,Spain,FC Barcelona,0
Pedro Rodríguez Ledesma,15.89495209964411,79,77,86,76,"LW,RW,CF",CAM,Spain,Lazio,0
George Goodman,16.556350581889475,79,73,78,74,LB,LB,England,AFC Richmond,1
Moe Bumbercatch,16.951004773893423,79,76,81,78,"CM,CDM,CAM",CM,England,AFC Richmond,0
Pablo Martín Páez Gavira,17.399029496420383,79,79,83,77,"CM,LW,RW",CAM,Spain,FC Barcelona,0
Yeremy Jesús Pino Santos,17.45309671769066,79,74,79,76,"RM,ST",CAM,Spain,Villarreal CF,0
Gonçalo Bernardo Inácio,17.399029496420383,79,77,61,61,CB,CB,Portugal,Sporting CP,1
Vítor Machado Ferreira,17.49181122987135,79,74,83,79,"CM,CAM",CAM,Portugal,Paris Saint-Germain,0
Matheus Luiz Nunes,17.37085861945369,79,83,82,73,CM,CAM,Portugal,Wolverhampton Wanderers,0
Giacomo Raspadori,17.399029496420383,79,78,81,68,"CF,CAM,LM",CAM,Italy,Napoli,0
Samuel Chukwueze,17.1296965626368,79,74,84,70,"RM,RW",LM,Nigeria,Villarreal CF,0
Ali Musrati,16.90655301132259,79,76,70,70,"CDM,CM",CDM,Libya,SC Braga,0
Norberto Gomes Betuncal,17.014183675514957,79,77,74,58,ST,ST,Portugal,Udinese Calcio,1
Wesley Fofana,17.312018119430753,79,76,64,55,CB,CB,France,Chelsea,1
Eduardo Camavinga,17.45309671769066,79,79,81,78,"CM,CDM",CDM,France,Real Madrid CF,0
Martín Zubimendi Ibáñez,17.37085861945369,79,84,74,74,"CM,CDM",CM,Spain,Real Sociedad,0
Roger Ibañez Da Silva,16.929025867174648,79,84,58,45,CB,CB,Brazil,Roma,1
Maxence Caqueret,17.073607095985757,79,78,81,73,"CDM,CM",CM,France,Olympique Lyonnais,0
Boulaye Dia,17.014183675514957,79,76,76,62,"ST,RW",ST,Senegal,US Salernitana 1919,0
Manuel Lanzini,16.64872390202049,79,74,82,79,"CAM,CM",CAM,Argentina,West Ham United,0
Vicente Guaita Panadero,14.457364444136669,79,74,81,78,GK,GK,Spain,Crystal Palace,1
