,title,authors,average_rating,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,title_ser,num_in_ser
210,For the New Intellectual: The Philosophy of Ayn Ran,Ayn Rand,3.68,eng,,2750,108,12/1/1963,Signet Book,-,0
211,The Fountainhea,Ayn Rand,3.87,other,752.0,1886,229,4/26/2005,Dutton,-,0
212,The Virtue of Selfishness: A New Concept of Egois,Ayn Rand/Nathaniel Branden,3.51,eng,176.0,11462,467,11/1/1964,Signet,-,0
213,Anthe,Ayn Rand,3.63,eng,105.0,110952,7277,12/1/1999,NAL,-,0
214,We the Livin,Ayn Rand/Leonard Peikoff,3.91,eng,464.0,23199,1086,1/1/1996,Signet,-,0
215,Capitalism: The Unknown Idea,Ayn Rand/Nathaniel Branden/Alan Greenspan/Robert Hessen,3.88,eng,340.0,3501,153,7/15/1986,Signet,-,0
216,Letters of Ayn Ran,Ayn Rand/Michael S. Berliner/Leonard Peikoff,3.96,eng,681.0,18,2,2/1/1997,NAL,-,0
217,Sailing for Dummie,J.J. Isler/Peter Isler,3.95,eng,,150,7,6/1/2006,For Dummies,-,0
218,Sailing from Byzantium: How a Lost Empire Shaped the Worl,Colin  Wells,3.88,eng,,646,83,7/25/2006,Delacorte Press,-,0
219,Sailing Alone Around the Room: New and Selected Poem,Billy Collins,4.23,eng,192.0,12180,630,9/17/2002,Random House Trade Paperbacks,-,0
220,The Greatest Sailing Stories Ever Told: Twenty-Seven Unforgettable Storie,Christopher Caswell,3.62,eng,286.0,51,5,4/1/2004,Lyons Press,-,0
221,"Natural Cures ""They"" Don't Want You to Know abou",Kevin Trudeau,3.09,other,571.0,1601,284,1/1/2004,Alliance Publishing,-,0
222,The Natura,Bernard Malamud/Kevin Baker,3.63,eng,231.0,8854,672,7/7/2003,Farrar Straus Giroux,-,0
223,Digging to Americ,Anne Tyler,3.55,eng,277.0,17155,1841,5/2/2006,Alfred A. Knopf,-,0
224,Rereading America: Cultural Contexts for Critical Thinking and Writin,Gary Colombo/Bonnie Lisle,3.77,eng,826.0,44,3,1/21/2004,Bedford Books,-,0
225,Modern Latin Americ,Thomas E. Skidmore/Peter H. Smith,3.59,other,528.0,234,11,10/7/2004,Oxford University Press  USA,-,0
226,The Plot Against Americ,Philip Roth,3.77,eng,391.0,33321,2925,9/27/2005,Vintage International,-,0
227,Naked Pictures of Famous Peopl,Jon   Stewart,3.59,other,164.0,8703,417,9/22/1999,Dey Street Books,-,0
228,Collected Storie,Gabriel García Márquez/Gregory Rabassa/J.S. Bernstein,4.19,eng,,6375,179,5/13/2008,Harper Perennial Modern Classics,-,0
229,Crónica de una muerte anunciad,Gabriel García Márquez,3.97,other,,7888,411,10/14/2003,Vintage Espanol,-,0
230,Del amor y otros demonio,Gabriel García Márquez,3.98,other,176.0,4508,278,2/7/2006,Plaza y Janes,-,0
231,Living to Tell the Tal,Gabriel García Márquez/Edith Grossman,3.99,eng,,397,47,10/12/2004,Vintage,-,0
232,Memoria de mis putas triste,Gabriel García Márquez,3.6,other,112.0,5856,377,10/19/2004,Vintage Espanol,-,0
233,The Elegant Universe: Superstrings  Hidden Dimensions  and the Quest for the Ultimate Theor,Brian Greene,,eng,425.0,32569,1058,9/2/2004,Vintage Books USA,-,0
234,Pure and Simple: The Extraordinary Teachings of a Thai Buddhist Laywoma,Upasika Kee Nanayon/Thanissaro Bhikkhu,4.29,eng,288.0,37,6,5/15/2005,Wisdom Publications,-,0
235,The Mini Rough Guide to Londo,Rob Humphreys/Beth Chaplin/Rebecca Morrill,3.75,eng,363.0,1,0,4/1/2006,Rough Guides,-,0
236,Best of London,Lonely Planet/Sarah Johnstone/Steve Fallon,3.83,eng,128.0,11,0,9/1/2004,Lonely Planet,-,0
237,Lonely Planet Londre,Lonely Planet/Sarah Johnstone/Tom Masters,4.03,other,480.0,0,0,5/1/2006,Geoplaneta,-,0
238,Out to Eat London 2002,Lonely Planet/Mark Honan,,eng,295.0,0,0,9/1/2001,Lonely Planet,-,0
239,Three Nights in August: Strategy  Heartbreak  and Joy Inside the Mind of a Manage,H.G. Bissinger,,eng,287.0,6870,237,4/4/2006,Mariner Books,-,0
240,Cryptonomico,Neal Stephenson,4.25,eng,,83184,4249,11/1/2002,Avon,-,0
241,Le Réseau Kinakuta,Neal Stephenson,4.1,other,418.0,5,0,3/31/2001,Payot,Cryptonomicon,2
242,The Confusion,Neal Stephenson,4.26,other,815.0,19320,565,6/14/2005,William Morrow Paperbacks,The Baroque Cycle,2
243,Quicksilver,Neal Stephenson,3.93,eng,,30872,1735,9/21/2004,HarperCollins Perennial,The Baroque Cycle,1
244,The Cobwe,Neal Stephenson/J. Frederick George,3.61,eng,448.0,2465,137,5/31/2005,Spectra Books,-,0
245,The Big,Neal Stephenson,3.25,other,308.0,4657,223,2/6/2001,William Morrow Paperbacks,-,0
246,The Diamond Age: Or  A Young Lady's Illustrated Prime,Neal Stephenson/Pedro Jorge Romero,4.19,eng,499.0,71042,2767,5/2/2000,,-,0
247,Interfac,Neal Stephenson/George F. Jewsbury/Stephen  Bury,3.68,eng,640.0,4731,270,5/31/2005,Spectra,-,0
248,Odalisque,Neal Stephenson,,other,464.0,1567,65,3/28/2006,HarperTorch,-,0
249,Snow Cras,Neal Stephenson/Guy Abadia,4.03,eng,438.0,188100,6612,8/2/2000,Bantam Books,-,0
250,Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume II: The Endgam,Dan Harrington/Bill Robertie,4.16,eng,450.0,1474,30,6/1/2005,,-,0
251,Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume I: Strategic Pla,Dan Harrington/Bill Robertie,4.24,eng,381.0,1929,72,12/1/2004,Two Plus Two Publishing LLC,-,0
252,The Design of Everyday Thing,Donald A. Norman,4.17,eng,240.0,18602,1379,9/19/2002,Basic Books,-,0
253,Emotional Design: Why We Love,Donald A. Norman,3.95,eng,272.0,3702,149,5/11/2005,Basic Books,-,0
254,The Psychology of Everyday Thing,Donald A. Norman,4.17,eng,257.0,265,31,6/13/1988,Basic Books,-,0
255,No Price Too High: A Pentecostal Preacher Becomes Catholic - The Inspirational Story of Alex Jones as Told to Diane Hanso,Alex C. Jones/Diane M. Hanson/Stephen K. Ray,4.27,other,,51,7,4/30/2006,Ignatius Press,-,0
256,The Alchemis,Paulo Coelho/Alan R. Clarke/James Noel Smith,3.86,eng,192.0,920,76,5/2/2006,HarperOne,-,0
257,Fullmetal Alchemist  Vol. 9,Hiromu Arakawa/Akira Watanabe,4.57,eng,192.0,9013,153,9/19/2006,VIZ Media LLC,Fullmetal Alchemist,9
258,Fullmetal Alchemist  Vol. 3,Hiromu Arakawa/Akira Watanabe,,eng,192.0,16666,299,9/13/2005,VIZ Media LLC,Fullmetal Alchemist,3
259,Fullmetal Alchemist  Vol. 8,Hiromu Arakawa/Akira Watanabe,4.57,eng,192.0,11451,161,7/18/2006,VIZ Media LLC,Fullmetal Alchemist,8
260,Fullmetal Alchemist  Vol. 1,Hiromu Arakawa/Akira Watanabe,4.5,eng,192.0,111091,1427,5/3/2005,VIZ Media LLC,Fullmetal Alchemist,1
261,Fullmetal Alchemist  Vol. 4,Hiromu Arakawa/Akira Watanabe,4.55,eng,200.0,10752,294,11/8/2005,VIZ Media LLC,Fullmetal Alchemist,4
262,The Illustrated Alchemist: A Fable about Following Your Drea,Paulo Coelho/Alan R. Clarke/Mœbius,,other,198.0,251,32,11/1/1998,HarperCollins Publishers,-,0
263,Fullmetal Alchemist  Vol. 2,Hiromu Arakawa/Akira Watanabe,4.52,eng,192.0,14923,419,7/5/2005,VIZ Media LLC,Fullmetal Alchemist,2
264,Pompei,Robert   Harris,3.82,eng,274.0,26922,1726,11/8/2005,Random House Trade Paperbacks,-,0
265,The Last Days of Pompei,Edward Bulwer-Lytton/John Gregory Betancourt,3.6,eng,360.0,1156,68,12/3/2002,,-,0
266,Of Mice and Me,John Steinbeck,3.87,eng,103.0,1755253,25554,1/8/2002,Penguin Books,-,0
267,The Game: Penetrating the Secret Society of Pickup Artist,Neil Strauss,3.74,other,464.0,20529,1592,9/6/2005,It Books,-,0
268,The Westing Gam,Ellen Raskin,4.02,eng,182.0,142121,8782,4/12/2004,,-,0
269,The Egypt Gam,Zilpha Keatley Snyder,3.83,eng,,30231,1130,7/7/2009,Turtleback Books,-,0
270,Memoirs of a Geish,Arthur Golden,4.11,eng,503.0,280309,3703,11/22/2005,Vintage Books USA,-,0
271,Memoirs of a Geisha: A Portrait of the Fil,David        James/Peggy Mulloy/Rob Marshall/Arthur Golden,,eng,,145,8,10/20/2005,Newmarket Press,-,0
272,Geisha of Gio,Mineko Iwasaki/Rande Brown,3.93,eng,334.0,1556,158,5/6/2003,,-,0
273,Love As A Foreign Language #,J. Torres/Eric  Kim,3.44,eng,58.0,9,2,2/1/2006,,Love As A Foreign Language,5
274,Jungle Lov,Margaret Johnson/Philip Prowse,3.41,eng,95.0,59,7,8/1/2002,Cambridge University Press,-,0
275,Angels & Demons,Dan Brown,3.89,eng,736.0,2418736,21303,4/1/2006,Pocket Books,Robert Langdon,1
276,Ángeles y demonios,Dan Brown,,other,508.0,196,20,12/1/2005,Umbriel,Robert Langdon,1
277,Angeles & Demonio,Dan Brown/Raúl Amundaray,3.89,other,18.0,65,7,12/1/2005,FonoLibro,-,0
278,The Da Vinci Code,Dan Brown,3.84,eng,489.0,1679706,35877,3/28/2006,Anchor,Robert Langdon,2
279,The Da Vinci Cod,Dan Brown,3.84,eng,467.0,1120,105,3/28/2006,Broadway Books,-,0
280,Da Vinci Code,Dan Brown/Daniel Roche,3.84,other,744.0,377,16,5/3/2005,Pocket,Robert Langdon,2
281,Deception Poin,Dan Brown,3.71,eng,736.0,4919,410,4/1/2006,Pocket Books,-,0
282,A Killing Rain,P.J. Parrish,4.04,eng,383.0,456,41,2/1/2005,Pinnacle,Louis Kincaid,6
283,The Millionaire Next Door: The Surprising Secrets of America's Wealth,Thomas J. Stanley/William D. Danko,4.03,eng,258.0,61760,2600,10/1/1998,Gallery Books,-,0
284,Think and Grow Rich: The Landmark Bestseller Now Revised and Updated for the 21st Centur,Napoleon Hill,,eng,320.0,88897,2334,9/1/2005,Tarcherperigee,-,0
285,Think and Grow Ric,Napoleon Hill,4.18,eng,368.0,48,9,8/7/2004,High Roads Media,-,0
286,Pragmatic Version Control: Using Subversion,Mike   Mason,3.58,eng,256.0,173,14,6/7/2006,Pragmatic Bookshelf,-,0
287,Read My Lips: Sexual Subversion and the End of Gende,Riki Anne Wilchins,3.95,other,288.0,253,17,6/1/2005,,-,0
288,Trump: The Art of the Dea,Donald J. Trump/Tony Schwartz,3.66,other,384.0,12748,948,12/28/2004,Ballantine Books,-,0
289,The Richest Man in Babylo,George S. Clason,4.26,eng,194.0,76451,3400,2/1/2008,Berkley Books,-,0
290,Shibum,Trevanian/Gisela Stege,4.21,eng,480.0,9498,637,5/10/2005,Broadway Books,-,0
291,177,David McCullough,,eng,386.0,166916,6243,7/4/2006,Simon  Schuster,-,0
292,The Crescent Obscured: The United States and the Muslim World  1776-181,Robert J. Allison,3.62,eng,284.0,31,5,7/15/2000,,-,0
293,The Good Earth,Pearl S. Buck,3.98,eng,418.0,200744,7656,3/4/2009,Howard Publishing Co,House of Earth,1
294,Purpose Driven Life - For Commuters: What on Earth Am I Here For,Rick Warren,3.93,eng,5.0,26,2,3/15/2005,Zondervan,-,0
295,Fast Food Nation: The Dark Side of the All-American Mea,Eric Schlosser,3.74,eng,399.0,190039,4922,7/5/2005,Harper Perennial,-,0
296,Fast Food Nation: What The All-American Meal is Doing to the Worl,Eric Schlosser,3.74,eng,,811,77,4/4/2002,Penguin Books,-,0
297,Snow Flower and the Secret Fa,Lisa See,4.07,eng,269.0,297533,14935,2/21/2006,Random House,-,0
298,The Broke,John Grisham,3.78,eng,422.0,72361,2334,9/26/2006,Delta,-,0
299,The Power Broker: Robert Moses and the Fall of New Yor,Robert A. Caro,4.51,eng,1344.0,11208,1237,7/12/1975,Vintage,-,0
300,The Power Broker: A Novel,Stephen W. Frey,3.75,eng,,28,1,7/25/2006,Ballantine Books,Christian Gillette,3
301,Body For Life: 12 Weeks to Mental and Physical Strengt,Bill Phillips/Michael D'Orso,3.74,other,201.0,3877,275,6/10/1999,HarperCollins Publishers  Inc.,-,0
302,Body for Life for Women: A Woman's Plan for Physical and Mental Transformatio,Pamela Peeke/Cindy Crawford,3.65,other,288.0,401,63,4/1/2005,Rodale Books,-,0
303,Eating for Life: Your Guide to Great Health  Fat Loss and Increased Energy,Bill Phillips,3.95,eng,,814,51,11/26/2003,High Point Media,-,0
304,The Warren Buffett Wa,Robert G. Hagstrom/Bill Miller/Kenneth L. Fisher,4.13,other,,228,16,10/1/2005,John Wiley & Sons,-,0
305,The Warren Buffett CEO: Secrets from the Berkshire Hathaway Manager,Robert P. Miles/Tom Osborne,4.07,eng,432.0,39,1,4/18/2003,Wiley,-,0
306,Monkey Business: True Story of the Scopes Tria,Marvin N. Olasky/John R. Perry,3.15,eng,368.0,26,8,5/15/2005,B Books,-,0
307,Junie B. Jones and a Little Monkey Business,Barbara Park/Denise Brunkus,,other,68.0,11178,623,2/16/1993,Random House Books for Young Readers,Junie B. Jones,2
308,Monkey Busines,Sarah Mlynowski,3.67,eng,392.0,3379,67,9/24/2004,Red Dress Ink,-,0
309,Liar's Poke,Michael   Lewis,4.15,eng,256.0,22843,936,10/1/1990,Penguin Books,-,0
310,Liar's Poker: A Harry Garnish Myster,Frank McConnell,,eng,214.0,13,1,6/1/1993,Walker & Company,-,0
311,Risotto: 30 Simply Delicious Vegetarian Recipes from an Italian Kitche,Ursula Ferrigno/Jason Lowe/Maxine  Clark,4.08,eng,64.0,8,2,3/1/2001,Ryland Peters & Small,-,0
312,Giada's Family Dinner,Giada De Laurentiis/Victoria Pearson,3.96,eng,256.0,14103,74,4/4/2006,Clarkson Potter,-,0
313,Everyday Italian: 125 Simple and Delicious Recipe,Giada De Laurentiis,3.95,eng,256.0,40125,217,2/22/2005,Clarkson Potter,-,0
314,Everyday Past,Giada De Laurentiis/Victoria Pearson,4.09,eng,240.0,8822,55,4/3/2007,Clarkson Potter,-,0
315,Tyler's Ultimate: Brilliant Simple Food to Make Any Tim,Tyler Florence/Petrina Tinslay,4.09,eng,,3697,34,9/26/2006,Clarkson Potter,-,0
316,Tyler Florence's Real Kitchen: An Indespensible Guide for Anybody Who Likes to Coo,Tyler Florence/JoAnn Cianciulli/Bill Bettencourt/Bobby Flay,4.06,eng,304.0,1426,16,3/25/2003,Clarkson Potter Publishers,-,0
317,Eat This Book: Cooking with Global Fresh Flavor,Tyler Florence/Petrina Tinslay,3.92,eng,,275,15,10/1/2004,Clarkson Potter Publishers,-,0
318,Freakonomics: A Rogue Economist Explores the Hidden Side of Everythin,Steven D. Levitt/Stephen J. Dubner,3.97,eng,320.0,628745,13034,10/17/2006,William Morrow,-,0
319,Freakonomics: Un economista políticamente incorrecto explora el lado oculto de lo que nos afect,Steven D. Levitt/Stephen J. Dubner,3.97,other,250.0,193,23,8/1/2006,Ediciones B,-,0
320,The Last Assassin,Barry Eisler,4.27,eng,338.0,189,25,6/1/2006,Putnam Publishing Group,John Rain,5
321,Life of P,Yann Martel,3.91,other,401.0,4318,668,5/3/2004,Mariner Books / Harvest Books,-,0
322,L'Histoire de P,Yann Martel/Nicole Martel/Emile Martel,3.91,other,448.0,177,26,11/24/2005,Gallimard,-,0
323,Shadows and Wind: A View of Modern Vietna,Robert Templer,3.49,eng,400.0,102,8,9/1/1999,Penguin Books,-,0
324,A Million Little Piece,James Frey,3.65,eng,515.0,206011,10821,9/22/2005,Anchor Books,-,0
325,A Million Little Pieces of Fece,Python Bonkers,3.56,other,256.0,43,6,2/10/2006,Lulu.com,-,0
326,A Million Little Lie,James Pinocchio/Pablo Fenjves,3.41,other,191.0,201,24,3/28/2006,William Morrow Paperbacks,-,0
327,The Leadership Challeng,James M. Kouzes/Barry Z. Posner,,other,458.0,873,40,8/7/2003,Jossey-Bass,-,0
328,Lincoln on Leadership: Executive Strategies for Tough Time,Donald T. Phillips,4.14,eng,193.0,5354,281,2/1/1993,Business Plus,-,0
329,Leadership in Organization,Gary Yukl,,other,542.0,55,4,7/7/2005,Prentice Hall,-,0
330,Leadershi,Rudolph W. Giuliani,3.72,eng,397.0,1820,147,10/1/2002,Little  Brown,-,0
331,Men Are from Mars  Women Are from Venu,John Gray,3.55,eng,,132062,3303,4/3/2012,Harper Paperbacks,-,0
332,Mars and Venus Book of Days: 365 Inspriations to Enrich Your Relationship,John Gray,3.62,other,368.0,18,1,10/21/1998,Harper,-,0
333,How to Succeed with Wome,Ron  Louis/David Copeland,3.76,other,320.0,82,13,10/29/1998,Prentice Hall Press,-,0
334,The Clan of the Cave Bear,Jean M. Auel,4.05,eng,512.0,184418,4432,6/25/2002,Bantam,Earth's Children,1
335,Moneyball: The Art of Winning an Unfair Gam,Michael   Lewis,4.26,eng,317.0,85094,4155,3/17/2004,W. W. Norton  Company,-,0
336,Juiced Official Strategy Guid,Doug Walsh,0.0,eng,112.0,0,0,6/1/2005,BradyGames,-,0
337,The 48 Laws of Powe,Robert Greene/Joost Elffers,4.18,eng,452.0,60946,3167,9/1/2000,Penguin (Business),-,0
338,Gates of Fir,Steven Pressfield,4.42,eng,392.0,21934,1629,9/27/2005,Bantam,-,0
339,Fire Sea,Margaret Weis/Tracy Hickman,4.07,eng,414.0,16312,175,3/1/1992,Spectra Books,The Death Gate Cycle,3
340,The Gate of Fire,Thomas Harlan,3.58,other,721.0,146,4,6/18/2001,,-,0
341,The Afghan Campaig,Steven Pressfield,3.96,eng,354.0,3002,198,7/1/2006,Doubleday Books,-,0
342,Tides of Wa,Steven Pressfield,3.9,eng,448.0,3422,157,8/28/2001,Bantam,-,0
343,Last of the Amazon,Steven Pressfield,,eng,400.0,2138,125,7/1/2003,Bantam,-,0
344,The War of Art: Break Through the Blocks & Win Your Inner Creative Battle,Steven Pressfield/Robert McKee,4.0,eng,168.0,53653,4702,4/1/2003,Warner Books,-,0
345,Gita on the Gree,Stephen J. Rosen/Steven Pressfield,3.78,other,176.0,14,2,5/30/2002,Continuum,-,0
346,Blood Stripes: The Grunt's View of the War in Ira,David J. Danelo/Steven Pressfield,3.91,eng,340.0,85,6,4/24/2006,Stackpole Books,-,0
347,Phaedrus and Letters VII and VII,Plato/Walter Hamilton,,other,160.0,226,20,1/30/1973,Penguin Classics,-,0
348,Phaedru,Plato/Robin Waterfield,3.92,eng,128.0,29,6,1/16/2003,Oxford University Press  USA,-,0
349,Lysis/Phaedrus/Symposium: Plato on Homosexualit,Plato/Benjamin Jowett,4.47,eng,157.0,14,0,12/1/1991,Prometheus Books,-,0
350,Enthusiasm and Divine Madnes,Josef Pieper/Richard Winston/Clara Winston,4.5,eng,,26,4,2/11/2019,St. Augustines Press,-,0
351,On Love: Lysis/Symposium/Phaedrus/Alcibiades/Selections from Republic & Law,Plato/C.D.C. Reeve,4.06,eng,272.0,154,4,6/15/2006,Hackett Publishing Company  Inc.,-,0
352,Gorgias/Phaedrus,Plato/James H. Nichols Jr.,4.35,eng,233.0,18,1,9/1/1998,Cornell University Press,-,0
353,Statesma,Plato/C.J. Rowe,3.85,eng,128.0,28,7,3/15/1999,Hackett Publishing Company  Inc.,-,0
354,Gorgia,Plato/Walter Hamilton/Chris Emlyn-Jones,3.95,other,208.0,8186,198,1/29/2004,Penguin Classics,-,0
355,The Historie,Herodotus/Aubrey de Sélincourt/John M. Marincola,3.99,eng,,34727,597,1/30/2003,Penguin Books,-,0
356,The History,Herodotus/Henry Francis Cary,3.99,other,613.0,2,0,11/1/1992,Prometheus Books,-,0
357,The Histor,Herodotus/Peter Grene,3.99,other,710.0,36,6,3/14/1987,University of Chicago Press,-,0
358,The Ilia,Homer/Robert Fagles/Bernard Knox,3.86,eng,683.0,288792,3423,4/29/1999,Penguin Classics,-,0
359,Ilia,Homer/Stanley Lombardo/Sheila Murnaghan,3.86,other,574.0,1058,137,3/12/1997,Hackett Publishing Company  Inc.,-,0
360,The Iliad/The Odysse,Homer/Robert Fagles/Bernard Knox,4.04,eng,1556.0,54939,380,11/1/1999,Penguin Classics,-,0
361,The Essential Ilia,Homer/Sheila Murnaghan/Stanley Lombardo,3.86,other,216.0,212,18,9/15/2000,Hackett Publishing Company  Inc.,-,0
362,The Odysse,Homer/Robert Fagles/Bernard Knox,3.76,eng,541.0,760871,6557,11/30/2006,Penguin Classics,-,0
363,Aeneid: Selections from Books 1  2  4  6  10  1,Virgil/Barbara Weiden Boyd,4.35,eng,161.0,69,6,1/1/2001,Bolchazy-Carducci Publishers,-,0
364,Eclogues. Georgics. Aeneid: Books 1-,Virgil/Henry Rushton Fairclough/G.P. Goold,4.22,other,,414,10,10/1/1999,Harvard University Press,-,0
365,City Eclogu,Ed Roberson,4.13,eng,136.0,67,7,1/30/2006,Atelos Press,-,0
366,The Eclogues and The Georgic,Virgil/Cecil Day-Lewis,3.8,eng,180.0,259,15,9/2/1999,Oxford University Press,-,0
367,Paul Kirk's Championship Barbecue Sauces: 175 Make-Your-Own Sauces  Marinades  Dry Rubs  Wet Rubs  Mops and Salsa,Paul  Kirk,,eng,,55,0,12/3/1997,Harvard Common Press,-,0
368,The Complete Pelican Shakespear,William Shakespeare/Stephen Orgel/A.R. Braunmuller,4.5,eng,,578,25,11/7/2002,Viking,-,0
369,The Complete Work,William Shakespeare,4.5,eng,1248.0,62,6,10/13/1991,Gramercy,-,0
370,Hamle,William Shakespeare/Harold Bloom/Rex Gibson,4.02,eng,289.0,609271,7139,8/1/2005,Cambridge University Press,-,0
371,The Compleat Works of Wllm Shkspr,Reduced Shakespeare Company/Adam Long/Daniel Singer/Jess Winfield,,eng,137.0,8159,118,2/1/1994,Applause Books,-,0
372,The Pilgrimage: A Contemporary Quest for Ancient Wisdo,Paulo Coelho/Alan R. Clarke,3.64,other,,888,92,5/1/1995,HarperOne,-,0
373,The Valkyrie,Paulo Coelho/Alan R. Clarke,3.31,other,212.0,1204,79,9/28/1996,HarperOne,-,0
374,Warrior of the Ligh,Paulo Coelho,3.7,other,142.0,22662,945,3/30/2004,HarperOne,-,0
375,The Zahi,Paulo Coelho/Margaret Jull Costa,3.57,eng,336.0,58917,2575,7/3/2006,HarperOne,-,0
376,By the River Piedra I Sat Down and Wep,Paulo Coelho/Alan R. Clarke,3.57,eng,,70760,2702,5/23/2006,,-,0
377,The Fifth Mountai,Paulo Coelho/Clifford E. Landers,3.62,other,256.0,1415,68,4/26/2000,HarperOne,-,0
378,Veronika Decides to Di,Paulo Coelho/Margaret Jull Costa/Kâmuran Şipal,3.7,eng,210.0,132064,5452,6/1/2006,Harper Perennial,-,0
379,Cliffs Notes on Shakespeare's Hamle,Carla Lynn Stockton,3.69,other,129.0,65,6,5/30/2000,Cliffs Notes,-,0
380,Shakespeare's Hamle,William Shakespeare/Terri Mategrano,4.02,eng,240.0,102,16,5/29/2000,Cliffs Notes,-,0
381,Hamlet's Mill: An Essay Investigating the Origins of Human Knowledge and Its Transmission Through Myt,Giorgio De Santillana/Hertha Von Dechend,,eng,,489,57,3/24/2015,Nonpareil Books,-,0
382,History of the Peloponnesian War: Bk. 1-,Thucydides/C.F. Smith,4.32,other,496.0,208,7,1/1/1919,Harvard University Press,-,0
383,On Justice  Power and Human Nature: Selections from The History of the Peloponnesian Wa,Thucydides/Paul Woodruff,3.72,eng,172.0,610,15,10/1/1993,Hackett Publishing Company  Inc.,-,0
384,History of the Peloponnesian War: Bk. 5-,Thucydides/C.F. Smith,4.35,other,400.0,38,0,1/1/1921,Harvard University Press,-,0
385,The Peloponnesian Wa,Thucydides/Steven Lattimore,3.9,eng,530.0,154,21,6/1/1998,Hackett Publishing Company  Inc.,-,0
386,The Peloponnesian War: A New Translation  Backgrounds  Interpretation,Thucydides/Jennifer Tolbert Roberts/Walter Blanco,3.9,eng,554.0,24,4,7/17/1998,W. W. Norton & Company,-,0
387,History of the Peloponnesian War  Bk. 7-,Thucydides/C.F. Smith,4.29,eng,480.0,35,0,1/1/1923,Harvard University Press,-,0
388,Thucydides  Book 6 Commentar,Cynthia W. Shelmerdine,4.5,eng,34.0,2,0,1/30/1989,Bryn Mawr Commentaries,-,0
389,Euripides I: Alcestis / The Medea / The Heracleidae / Hippolytu,Euripides/Richmond Lattimore/David Grene/Rex Warner/Ralph Gladstone,4.03,eng,221.0,4483,56,2/15/1955,University of Chicago Press,-,0
390,Euripides V: Electra / The Phoenician Women / The Baccha,Euripides/David Grene/Richmond Lattimore/Emily Townsend Vermeule/Elizabeth Wyckoff/William Arrowsmith,4.21,eng,228.0,3334,46,1/15/1969,University of Chicago Press,-,0
