title,authors,average_rating,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,title_ser,num_in_ser,month,day,year,century,num_coauthors,pages_category
Play It As It Lay,Joan Didion/David Thomson,3.87,eng,,23656,1706,11/15/2005,Farrar  Straus and Giroux,-,0,11,15,2005,21,2,
The New York Trilog,Paul Auster/Art Spiegelman/Luc Sante,3.89,eng,308.0,43200,1873,3/28/2006,Penguin Classics,-,0,3,28,2006,21,3,от 100 до 500 стр.
City of Glass,Paul Auster,3.79,eng,203.0,12410,734,4/7/1987,Penguin Books,The New York Trilogy,1,4,7,1987,20,1,от 100 до 500 стр.
Ghosts,Paul Auster,3.64,eng,96.0,3672,195,7/7/1987,Penguin Books,The New York Trilogy,2,7,7,1987,20,1,до 100 стр.
The Locked Room,Paul Auster,3.89,eng,179.0,2998,164,11/1/1986,Sun and Moon Press,The New York Trilogy,3,11,1,1986,20,1,от 100 до 500 стр.
Pyramids of Montauk: Explorations in Consciousnes,Peter Moon/Preston B. Nichols/Nina Helms,3.89,eng,256.0,74,2,1/1/1995,Sky Books (NY),-,0,1,1,1995,20,3,от 100 до 500 стр.
The Brooklyn Follie,Paul Auster,3.84,eng,306.0,17977,1157,10/17/2006,Picador,-,0,10,17,2006,21,1,от 100 до 500 стр.
Moon Palac,Paul Auster,3.94,eng,320.0,16099,503,4/1/1990,Penguin Books,-,0,4,1,1990,20,1,от 100 до 500 стр.
The Music of Chanc,Paul Auster,3.9,other,217.0,361,36,12/1/1991,Penguin Books,-,0,12,1,1991,20,1,от 100 до 500 стр.
Travels in the Scriptoriu,Paul Auster,3.23,eng,145.0,6688,562,1/23/2007,Henry Holt & Company,-,0,1,23,2007,21,1,от 100 до 500 стр.
Leviatha,Paul Auster,,eng,275.0,11744,443,9/1/1993,Penguin Books,-,0,9,1,1993,20,1,от 100 до 500 стр.
The Red Notebook: True Storie,Paul Auster,3.77,eng,104.0,2390,120,6/17/2002,New Directions,-,0,6,17,2002,21,1,от 100 до 500 стр.
Timbuktu / Leviathan / Moon Palac,Paul Auster,4.38,other,1075.0,21,1,11/7/2002,Actes Sud,-,0,11,7,2002,21,1,от 1000 стр.
Collapse: How Societies Choose to Fail or Succee,Jared Diamond,,eng,608.0,52522,2780,12/27/2005,Penguin Books Ltd. (London),-,0,12,27,2005,21,1,от 500 до 1000 стр.
The Coming Economic Collapse: How You Can Thrive When Oil Costs $200 a Barre,Stephen Leeb/Glen C. Strathy,3.4,other,211.0,213,26,2/1/2006,Business Plus,-,0,2,1,2006,21,2,от 100 до 500 стр.
Collapse of Complex Societie,Joseph A. Tainter,,eng,262.0,719,86,3/29/1990,Cambridge University Press,-,0,3,29,1990,20,1,от 100 до 500 стр.
Bowling Alone: The Collapse and Revival of American Communit,Robert D. Putnam,,eng,544.0,4762,512,8/7/2001,Simon  Schuster,-,0,8,7,2001,21,1,от 500 до 1000 стр.
The Collapse of the Common Good: How America's Lawsuit Culture Undermines Our Freedo,Philip K. Howard,3.91,eng,272.0,62,4,1/29/2002,Ballantine Books,-,0,1,29,2002,21,1,от 100 до 500 стр.
Reinventing the Enemy's Language: Contemporary Native Women's Writings of North Americ,Joy Harjo/Gloria Bird/Beth Cuthand/Valerie Martinez/Patricia Blanco,,eng,576.0,278,20,9/17/1998,W. W. Norton  Company,-,0,9,17,1998,20,5,от 500 до 1000 стр.
My Invention,Nikola Tesla,4.01,eng,88.0,2862,262,5/17/2006,Filiquarian Publishing  LLC.,-,0,5,17,2006,21,1,до 100 стр.
Wizard: The Life and Times of Nikola Tesla: Biography of a Geniu,Marc J.  Seifer/William H. Terbo,3.78,eng,542.0,2829,334,2/1/2001,Citadel,-,0,2,1,2001,21,2,от 500 до 1000 стр.
Nikola Tesla: A Spark of Geniu,Carol Dommermuth-Costa,3.93,eng,144.0,105,5,10/1/1994,Lerner Publications,-,0,10,1,1994,20,1,от 100 до 500 стр.
Tesla Paper,Nikola Tesla/David Hatcher Childress,4.13,eng,100.0,102,2,12/1/2000,Adventures Unlimited Press,-,0,12,1,2000,20,2,от 100 до 500 стр.
Boys of Summe,Julie Elizabeth Leto/Leslie Kelly/Kimberly Raye,,eng,249.0,478,12,6/27/2006,Harlequin Blaze,-,0,6,27,2006,21,3,от 100 до 500 стр.
Programming Ruby: The Pragmatic Programmers' Guid,Dave Thomas/Chad Fowler/Andy Hunt,4.03,other,828.0,1577,49,10/11/2004,Pragmatic Bookshelf,-,0,10,11,2004,21,3,от 500 до 1000 стр.
Golding's Lord of the Flies,Maureen Kelly/CliffsNotes/William Golding,3.95,eng,112.0,73,8,6/13/2000,Cliffs Notes,-,0,6,13,2000,20,3,от 100 до 500 стр.
Lord of the Flie,William Golding,3.68,eng,6.0,408,96,10/11/2005,Listening Library (Audio),-,0,10,11,2005,21,1,до 100 стр.
A War Like No Other: How the Athenians & Spartans Fought the Peloponnesian Wa,Victor Davis Hanson,4.11,eng,397.0,1693,100,9/12/2006,Random House,-,0,9,12,2006,21,1,от 100 до 500 стр.
We Were Not Like Other Peopl,Ephraim Sevela/Antonina W. Bouis,4.14,eng,216.0,1,0,1/1/1989,HarperCollins Publishers,-,0,1,1,1989,20,2,от 100 до 500 стр.
The Lovely Bone,Alice Sebold,3.81,other,328.0,6485,966,6/1/2003,Picador,-,0,6,1,2003,21,1,от 100 до 500 стр.
Lovely in Her Bones,Sharyn McCrumb,3.8,eng,224.0,1371,43,5/13/1990,Ballantine Books,Elizabeth MacPherson,2,5,13,1990,20,1,от 100 до 500 стр.
The Zen of CSS Design: Visual Enlightenment for the We,Dave Shea/Molly E. Holzschlag,3.98,other,296.0,793,28,2/17/2005,Peachpit Press,-,0,2,17,2005,21,2,от 100 до 500 стр.
HTML  XHTML  and CSS,Elizabeth Castro,3.8,other,456.0,549,42,8/1/2006,Peachpit Press,-,0,8,1,2006,21,1,от 100 до 500 стр.
1000 Record Cover,Michael Ochs/Patrick Javault/Ulrike Wasel,3.85,other,575.0,288,31,5/15/2005,Taschen,-,0,5,15,2005,21,3,от 500 до 1000 стр.
Killing Yourself to Live: 85% of a True Stor,Chuck Klosterman,3.81,eng,245.0,26381,1109,6/13/2006,Scribner,-,0,6,13,2006,21,1,от 100 до 500 стр.
Sex  Drugs  and Cocoa Puffs: A Low Culture Manifest,Chuck Klosterman,3.73,eng,272.0,62089,3324,7/2/2004,Scribner,-,0,7,2,2004,21,1,от 100 до 500 стр.
Vice,Jane Feather,3.51,eng,,474,19,5/2/1996,Bantam,V,8,5,2,1996,20,1,
Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,Robert M. Pirsig,3.77,eng,540.0,166046,6446,4/25/2006,HarperTorch,Phaedrus,1,4,25,2006,21,1,от 500 до 1000 стр.
Once Upon a Cool Motorcycle Dud,Kevin O'Malley/Carol Heyer/Scott Goto,4.08,eng,32.0,1773,274,4/1/2005,Walker & Company,-,0,4,1,2005,21,3,до 100 стр.
Guidebook to Zen and the Art of Motorcycle Maintenanc,Ronald L. DiSanto/Thomas J. Steele,3.72,other,408.0,286,10,11/19/1990,William Morrow Paperbacks,-,0,11,19,1990,20,2,от 100 до 500 стр.
Motorcycle Basics Techboo,John Harold Haynes,,eng,222.0,40,2,7/5/2002,Haynes Manuals N. America  Inc.,-,0,7,5,2002,21,1,от 100 до 500 стр.
LOGO Lounge: 2 000 International Identities by Leading Designer,Catharine M. Fishel/Bill Gardner,3.93,eng,191.0,27,0,9/1/2004,Rockport Publishers,-,0,9,1,2004,21,2,от 100 до 500 стр.
The Death of Ivan Ilych And Other Storie,Leo Tolstoy/Hugh McLean,4.11,eng,304.0,7300,266,4/1/2003,Signet Classics,-,0,4,1,2003,21,2,от 100 до 500 стр.
War and Peac,Leo Tolstoy/Henry Gifford/Aylmer Maude/Louise Maude,4.11,eng,1392.0,211671,6245,6/25/1998,Oxford University Press,-,0,6,25,1998,20,4,от 1000 стр.
The Kingdom of God Is Within Yo,Leo Tolstoy/Constance Garnett,4.13,eng,352.0,2403,210,9/8/2006,Dover Publications,-,0,9,8,2006,21,2,от 100 до 500 стр.
Atlas Shrugge,Ayn Rand/Leonard Peikoff,3.69,eng,1168.0,322483,14702,8/1/1999,,-,0,8,1,1999,20,2,от 1000 стр.
For the New Intellectual: The Philosophy of Ayn Ran,Ayn Rand,3.68,eng,,2750,108,12/1/1963,Signet Book,-,0,12,1,1963,20,1,
The Fountainhea,Ayn Rand,3.87,other,752.0,1886,229,4/26/2005,Dutton,-,0,4,26,2005,21,1,от 500 до 1000 стр.
The Virtue of Selfishness: A New Concept of Egois,Ayn Rand/Nathaniel Branden,3.51,eng,176.0,11462,467,11/1/1964,Signet,-,0,11,1,1964,20,2,от 100 до 500 стр.
Anthe,Ayn Rand,3.63,eng,105.0,110952,7277,12/1/1999,NAL,-,0,12,1,1999,20,1,от 100 до 500 стр.
We the Livin,Ayn Rand/Leonard Peikoff,3.91,eng,464.0,23199,1086,1/1/1996,Signet,-,0,1,1,1996,20,2,от 100 до 500 стр.
Capitalism: The Unknown Idea,Ayn Rand/Nathaniel Branden/Alan Greenspan/Robert Hessen,3.88,eng,340.0,3501,153,7/15/1986,Signet,-,0,7,15,1986,20,4,от 100 до 500 стр.
Letters of Ayn Ran,Ayn Rand/Michael S. Berliner/Leonard Peikoff,3.96,eng,681.0,18,2,2/1/1997,NAL,-,0,2,1,1997,20,3,от 500 до 1000 стр.
Sailing for Dummie,J.J. Isler/Peter Isler,3.95,eng,,150,7,6/1/2006,For Dummies,-,0,6,1,2006,21,2,
Sailing from Byzantium: How a Lost Empire Shaped the Worl,Colin  Wells,3.88,eng,,646,83,7/25/2006,Delacorte Press,-,0,7,25,2006,21,1,
Sailing Alone Around the Room: New and Selected Poem,Billy Collins,4.23,eng,192.0,12180,630,9/17/2002,Random House Trade Paperbacks,-,0,9,17,2002,21,1,от 100 до 500 стр.
The Greatest Sailing Stories Ever Told: Twenty-Seven Unforgettable Storie,Christopher Caswell,3.62,eng,286.0,51,5,4/1/2004,Lyons Press,-,0,4,1,2004,21,1,от 100 до 500 стр.
"Natural Cures ""They"" Don't Want You to Know abou",Kevin Trudeau,3.09,other,571.0,1601,284,1/1/2004,Alliance Publishing,-,0,1,1,2004,21,1,от 500 до 1000 стр.
The Natura,Bernard Malamud/Kevin Baker,3.63,eng,231.0,8854,672,7/7/2003,Farrar Straus Giroux,-,0,7,7,2003,21,2,от 100 до 500 стр.
Digging to Americ,Anne Tyler,3.55,eng,277.0,17155,1841,5/2/2006,Alfred A. Knopf,-,0,5,2,2006,21,1,от 100 до 500 стр.
Rereading America: Cultural Contexts for Critical Thinking and Writin,Gary Colombo/Bonnie Lisle,3.77,eng,826.0,44,3,1/21/2004,Bedford Books,-,0,1,21,2004,21,2,от 500 до 1000 стр.
Modern Latin Americ,Thomas E. Skidmore/Peter H. Smith,3.59,other,528.0,234,11,10/7/2004,Oxford University Press  USA,-,0,10,7,2004,21,2,от 500 до 1000 стр.
The Plot Against Americ,Philip Roth,3.77,eng,391.0,33321,2925,9/27/2005,Vintage International,-,0,9,27,2005,21,1,от 100 до 500 стр.
Naked Pictures of Famous Peopl,Jon   Stewart,3.59,other,164.0,8703,417,9/22/1999,Dey Street Books,-,0,9,22,1999,20,1,от 100 до 500 стр.
Collected Storie,Gabriel García Márquez/Gregory Rabassa/J.S. Bernstein,4.19,eng,,6375,179,5/13/2008,Harper Perennial Modern Classics,-,0,5,13,2008,21,3,
Crónica de una muerte anunciad,Gabriel García Márquez,3.97,other,,7888,411,10/14/2003,Vintage Espanol,-,0,10,14,2003,21,1,
Del amor y otros demonio,Gabriel García Márquez,3.98,other,176.0,4508,278,2/7/2006,Plaza y Janes,-,0,2,7,2006,21,1,от 100 до 500 стр.
Living to Tell the Tal,Gabriel García Márquez/Edith Grossman,3.99,eng,,397,47,10/12/2004,Vintage,-,0,10,12,2004,21,2,
Memoria de mis putas triste,Gabriel García Márquez,3.6,other,112.0,5856,377,10/19/2004,Vintage Espanol,-,0,10,19,2004,21,1,от 100 до 500 стр.
The Elegant Universe: Superstrings  Hidden Dimensions  and the Quest for the Ultimate Theor,Brian Greene,,eng,425.0,32569,1058,9/2/2004,Vintage Books USA,-,0,9,2,2004,21,1,от 100 до 500 стр.
Pure and Simple: The Extraordinary Teachings of a Thai Buddhist Laywoma,Upasika Kee Nanayon/Thanissaro Bhikkhu,4.29,eng,288.0,37,6,5/15/2005,Wisdom Publications,-,0,5,15,2005,21,2,от 100 до 500 стр.
The Mini Rough Guide to Londo,Rob Humphreys/Beth Chaplin/Rebecca Morrill,3.75,eng,363.0,1,0,4/1/2006,Rough Guides,-,0,4,1,2006,21,3,от 100 до 500 стр.
Best of London,Lonely Planet/Sarah Johnstone/Steve Fallon,3.83,eng,128.0,11,0,9/1/2004,Lonely Planet,-,0,9,1,2004,21,3,от 100 до 500 стр.
Lonely Planet Londre,Lonely Planet/Sarah Johnstone/Tom Masters,4.03,other,480.0,0,0,5/1/2006,Geoplaneta,-,0,5,1,2006,21,3,от 100 до 500 стр.
Out to Eat London 2002,Lonely Planet/Mark Honan,,eng,295.0,0,0,9/1/2001,Lonely Planet,-,0,9,1,2001,21,2,от 100 до 500 стр.
Three Nights in August: Strategy  Heartbreak  and Joy Inside the Mind of a Manage,H.G. Bissinger,,eng,287.0,6870,237,4/4/2006,Mariner Books,-,0,4,4,2006,21,1,от 100 до 500 стр.
Cryptonomico,Neal Stephenson,4.25,eng,,83184,4249,11/1/2002,Avon,-,0,11,1,2002,21,1,
Le Réseau Kinakuta,Neal Stephenson,4.1,other,418.0,5,0,3/31/2001,Payot,Cryptonomicon,2,3,31,2001,21,1,от 100 до 500 стр.
The Confusion,Neal Stephenson,4.26,other,815.0,19320,565,6/14/2005,William Morrow Paperbacks,The Baroque Cycle,2,6,14,2005,21,1,от 500 до 1000 стр.
Quicksilver,Neal Stephenson,3.93,eng,,30872,1735,9/21/2004,HarperCollins Perennial,The Baroque Cycle,1,9,21,2004,21,1,
The Cobwe,Neal Stephenson/J. Frederick George,3.61,eng,448.0,2465,137,5/31/2005,Spectra Books,-,0,5,31,2005,21,2,от 100 до 500 стр.
The Big,Neal Stephenson,3.25,other,308.0,4657,223,2/6/2001,William Morrow Paperbacks,-,0,2,6,2001,21,1,от 100 до 500 стр.
The Diamond Age: Or  A Young Lady's Illustrated Prime,Neal Stephenson/Pedro Jorge Romero,4.19,eng,499.0,71042,2767,5/2/2000,,-,0,5,2,2000,20,2,от 100 до 500 стр.
Interfac,Neal Stephenson/George F. Jewsbury/Stephen  Bury,3.68,eng,640.0,4731,270,5/31/2005,Spectra,-,0,5,31,2005,21,3,от 500 до 1000 стр.
Odalisque,Neal Stephenson,,other,464.0,1567,65,3/28/2006,HarperTorch,-,0,3,28,2006,21,1,от 100 до 500 стр.
Snow Cras,Neal Stephenson/Guy Abadia,4.03,eng,438.0,188100,6612,8/2/2000,Bantam Books,-,0,8,2,2000,20,2,от 100 до 500 стр.
Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume II: The Endgam,Dan Harrington/Bill Robertie,4.16,eng,450.0,1474,30,6/1/2005,,-,0,6,1,2005,21,2,от 100 до 500 стр.
Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume I: Strategic Pla,Dan Harrington/Bill Robertie,4.24,eng,381.0,1929,72,12/1/2004,Two Plus Two Publishing LLC,-,0,12,1,2004,21,2,от 100 до 500 стр.
The Design of Everyday Thing,Donald A. Norman,4.17,eng,240.0,18602,1379,9/19/2002,Basic Books,-,0,9,19,2002,21,1,от 100 до 500 стр.
Emotional Design: Why We Love,Donald A. Norman,3.95,eng,272.0,3702,149,5/11/2005,Basic Books,-,0,5,11,2005,21,1,от 100 до 500 стр.
The Psychology of Everyday Thing,Donald A. Norman,4.17,eng,257.0,265,31,6/13/1988,Basic Books,-,0,6,13,1988,20,1,от 100 до 500 стр.
No Price Too High: A Pentecostal Preacher Becomes Catholic - The Inspirational Story of Alex Jones as Told to Diane Hanso,Alex C. Jones/Diane M. Hanson/Stephen K. Ray,4.27,other,,51,7,4/30/2006,Ignatius Press,-,0,4,30,2006,21,3,
The Alchemis,Paulo Coelho/Alan R. Clarke/James Noel Smith,3.86,eng,192.0,920,76,5/2/2006,HarperOne,-,0,5,2,2006,21,3,от 100 до 500 стр.
Fullmetal Alchemist  Vol. 9,Hiromu Arakawa/Akira Watanabe,4.57,eng,192.0,9013,153,9/19/2006,VIZ Media LLC,Fullmetal Alchemist,9,9,19,2006,21,2,от 100 до 500 стр.
Fullmetal Alchemist  Vol. 3,Hiromu Arakawa/Akira Watanabe,,eng,192.0,16666,299,9/13/2005,VIZ Media LLC,Fullmetal Alchemist,3,9,13,2005,21,2,от 100 до 500 стр.
Fullmetal Alchemist  Vol. 8,Hiromu Arakawa/Akira Watanabe,4.57,eng,192.0,11451,161,7/18/2006,VIZ Media LLC,Fullmetal Alchemist,8,7,18,2006,21,2,от 100 до 500 стр.
Fullmetal Alchemist  Vol. 1,Hiromu Arakawa/Akira Watanabe,4.5,eng,192.0,111091,1427,5/3/2005,VIZ Media LLC,Fullmetal Alchemist,1,5,3,2005,21,2,от 100 до 500 стр.
Fullmetal Alchemist  Vol. 4,Hiromu Arakawa/Akira Watanabe,4.55,eng,200.0,10752,294,11/8/2005,VIZ Media LLC,Fullmetal Alchemist,4,11,8,2005,21,2,от 100 до 500 стр.
The Illustrated Alchemist: A Fable about Following Your Drea,Paulo Coelho/Alan R. Clarke/Mœbius,,other,198.0,251,32,11/1/1998,HarperCollins Publishers,-,0,11,1,1998,20,3,от 100 до 500 стр.
Fullmetal Alchemist  Vol. 2,Hiromu Arakawa/Akira Watanabe,4.52,eng,192.0,14923,419,7/5/2005,VIZ Media LLC,Fullmetal Alchemist,2,7,5,2005,21,2,от 100 до 500 стр.
Pompei,Robert   Harris,3.82,eng,274.0,26922,1726,11/8/2005,Random House Trade Paperbacks,-,0,11,8,2005,21,1,от 100 до 500 стр.
The Last Days of Pompei,Edward Bulwer-Lytton/John Gregory Betancourt,3.6,eng,360.0,1156,68,12/3/2002,,-,0,12,3,2002,21,2,от 100 до 500 стр.
Of Mice and Me,John Steinbeck,3.87,eng,103.0,1755253,25554,1/8/2002,Penguin Books,-,0,1,8,2002,21,1,от 100 до 500 стр.
The Game: Penetrating the Secret Society of Pickup Artist,Neil Strauss,3.74,other,464.0,20529,1592,9/6/2005,It Books,-,0,9,6,2005,21,1,от 100 до 500 стр.
The Westing Gam,Ellen Raskin,4.02,eng,182.0,142121,8782,4/12/2004,,-,0,4,12,2004,21,1,от 100 до 500 стр.
The Egypt Gam,Zilpha Keatley Snyder,3.83,eng,,30231,1130,7/7/2009,Turtleback Books,-,0,7,7,2009,21,1,
Memoirs of a Geish,Arthur Golden,4.11,eng,503.0,280309,3703,11/22/2005,Vintage Books USA,-,0,11,22,2005,21,1,от 500 до 1000 стр.
Memoirs of a Geisha: A Portrait of the Fil,David        James/Peggy Mulloy/Rob Marshall/Arthur Golden,,eng,,145,8,10/20/2005,Newmarket Press,-,0,10,20,2005,21,4,
Geisha of Gio,Mineko Iwasaki/Rande Brown,3.93,eng,334.0,1556,158,5/6/2003,,-,0,5,6,2003,21,2,от 100 до 500 стр.
Love As A Foreign Language #,J. Torres/Eric  Kim,3.44,eng,58.0,9,2,2/1/2006,,Love As A Foreign Language,5,2,1,2006,21,2,до 100 стр.
Jungle Lov,Margaret Johnson/Philip Prowse,3.41,eng,95.0,59,7,8/1/2002,Cambridge University Press,-,0,8,1,2002,21,2,до 100 стр.
Angels & Demons,Dan Brown,3.89,eng,736.0,2418736,21303,4/1/2006,Pocket Books,Robert Langdon,1,4,1,2006,21,1,от 500 до 1000 стр.
Ángeles y demonios,Dan Brown,,other,508.0,196,20,12/1/2005,Umbriel,Robert Langdon,1,12,1,2005,21,1,от 500 до 1000 стр.
Angeles & Demonio,Dan Brown/Raúl Amundaray,3.89,other,18.0,65,7,12/1/2005,FonoLibro,-,0,12,1,2005,21,2,до 100 стр.
The Da Vinci Code,Dan Brown,3.84,eng,489.0,1679706,35877,3/28/2006,Anchor,Robert Langdon,2,3,28,2006,21,1,от 100 до 500 стр.
The Da Vinci Cod,Dan Brown,3.84,eng,467.0,1120,105,3/28/2006,Broadway Books,-,0,3,28,2006,21,1,от 100 до 500 стр.
Da Vinci Code,Dan Brown/Daniel Roche,3.84,other,744.0,377,16,5/3/2005,Pocket,Robert Langdon,2,5,3,2005,21,2,от 500 до 1000 стр.
Deception Poin,Dan Brown,3.71,eng,736.0,4919,410,4/1/2006,Pocket Books,-,0,4,1,2006,21,1,от 500 до 1000 стр.
A Killing Rain,P.J. Parrish,4.04,eng,383.0,456,41,2/1/2005,Pinnacle,Louis Kincaid,6,2,1,2005,21,1,от 100 до 500 стр.
The Millionaire Next Door: The Surprising Secrets of America's Wealth,Thomas J. Stanley/William D. Danko,4.03,eng,258.0,61760,2600,10/1/1998,Gallery Books,-,0,10,1,1998,20,2,от 100 до 500 стр.
Think and Grow Rich: The Landmark Bestseller Now Revised and Updated for the 21st Centur,Napoleon Hill,,eng,320.0,88897,2334,9/1/2005,Tarcherperigee,-,0,9,1,2005,21,1,от 100 до 500 стр.
Think and Grow Ric,Napoleon Hill,4.18,eng,368.0,48,9,8/7/2004,High Roads Media,-,0,8,7,2004,21,1,от 100 до 500 стр.
Pragmatic Version Control: Using Subversion,Mike   Mason,3.58,eng,256.0,173,14,6/7/2006,Pragmatic Bookshelf,-,0,6,7,2006,21,1,от 100 до 500 стр.
Read My Lips: Sexual Subversion and the End of Gende,Riki Anne Wilchins,3.95,other,288.0,253,17,6/1/2005,,-,0,6,1,2005,21,1,от 100 до 500 стр.
Trump: The Art of the Dea,Donald J. Trump/Tony Schwartz,3.66,other,384.0,12748,948,12/28/2004,Ballantine Books,-,0,12,28,2004,21,2,от 100 до 500 стр.
The Richest Man in Babylo,George S. Clason,4.26,eng,194.0,76451,3400,2/1/2008,Berkley Books,-,0,2,1,2008,21,1,от 100 до 500 стр.
Shibum,Trevanian/Gisela Stege,4.21,eng,480.0,9498,637,5/10/2005,Broadway Books,-,0,5,10,2005,21,2,от 100 до 500 стр.
177,David McCullough,,eng,386.0,166916,6243,7/4/2006,Simon  Schuster,-,0,7,4,2006,21,1,от 100 до 500 стр.
The Crescent Obscured: The United States and the Muslim World  1776-181,Robert J. Allison,3.62,eng,284.0,31,5,7/15/2000,,-,0,7,15,2000,20,1,от 100 до 500 стр.
The Good Earth,Pearl S. Buck,3.98,eng,418.0,200744,7656,3/4/2009,Howard Publishing Co,House of Earth,1,3,4,2009,21,1,от 100 до 500 стр.
Purpose Driven Life - For Commuters: What on Earth Am I Here For,Rick Warren,3.93,eng,5.0,26,2,3/15/2005,Zondervan,-,0,3,15,2005,21,1,до 100 стр.
Fast Food Nation: The Dark Side of the All-American Mea,Eric Schlosser,3.74,eng,399.0,190039,4922,7/5/2005,Harper Perennial,-,0,7,5,2005,21,1,от 100 до 500 стр.
Fast Food Nation: What The All-American Meal is Doing to the Worl,Eric Schlosser,3.74,eng,,811,77,4/4/2002,Penguin Books,-,0,4,4,2002,21,1,
Snow Flower and the Secret Fa,Lisa See,4.07,eng,269.0,297533,14935,2/21/2006,Random House,-,0,2,21,2006,21,1,от 100 до 500 стр.
The Broke,John Grisham,3.78,eng,422.0,72361,2334,9/26/2006,Delta,-,0,9,26,2006,21,1,от 100 до 500 стр.
The Power Broker: Robert Moses and the Fall of New Yor,Robert A. Caro,4.51,eng,1344.0,11208,1237,7/12/1975,Vintage,-,0,7,12,1975,20,1,от 1000 стр.
The Power Broker: A Novel,Stephen W. Frey,3.75,eng,,28,1,7/25/2006,Ballantine Books,Christian Gillette,3,7,25,2006,21,1,
Body For Life: 12 Weeks to Mental and Physical Strengt,Bill Phillips/Michael D'Orso,3.74,other,201.0,3877,275,6/10/1999,HarperCollins Publishers  Inc.,-,0,6,10,1999,20,2,от 100 до 500 стр.
Body for Life for Women: A Woman's Plan for Physical and Mental Transformatio,Pamela Peeke/Cindy Crawford,3.65,other,288.0,401,63,4/1/2005,Rodale Books,-,0,4,1,2005,21,2,от 100 до 500 стр.
Eating for Life: Your Guide to Great Health  Fat Loss and Increased Energy,Bill Phillips,3.95,eng,,814,51,11/26/2003,High Point Media,-,0,11,26,2003,21,1,
The Warren Buffett Wa,Robert G. Hagstrom/Bill Miller/Kenneth L. Fisher,4.13,other,,228,16,10/1/2005,John Wiley & Sons,-,0,10,1,2005,21,3,
The Warren Buffett CEO: Secrets from the Berkshire Hathaway Manager,Robert P. Miles/Tom Osborne,4.07,eng,432.0,39,1,4/18/2003,Wiley,-,0,4,18,2003,21,2,от 100 до 500 стр.
